active_native_kv,answer_quality,attempts,case_id,end_error,evidence_recall,layout,method,mrr,path_recovery,payload_type,prompt_tokens,query_end,query_region_count,query_start,region_confidence,region_precision,region_recall,region_selection_method,root_rank,root_recall_at_1,root_score_gap,search_effort,span_iou,start_error
16,0.0,1,5,44,0.0,L2_context_query_context,suffix,0.125,0.0,prose,89,89,1,57,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,19
16,1.0,1,5,0,1.0,L2_context_query_context,explicit,1.0,1.0,prose,89,45,1,38,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L2_context_query_context,structural,1.0,1.0,prose,89,45,1,38,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,5,44,0.0,L2_context_query_context,broad,0.125,0.0,prose,89,89,1,0,1.0,0.07865168539325842,1.0,explicit,8,0.0,0.0,8,0.07865168539325842,38
16,1.0,2,5,0,1.0,L2_context_query_context,auto_retry,1.0,1.0,prose,89,45,1,38,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,5,0,1.0,L3_instruction_context_query,head,1.0,1.0,prose,97,97,1,81,0.5,0.4375,1.0,head,1,1.0,0.14433756729740646,8,0.4375,9
16,1.0,1,5,0,1.0,L3_instruction_context_query,suffix,1.0,1.0,prose,97,97,1,65,0.5,0.21875,1.0,suffix,1,1.0,0.125,8,0.21875,25
16,1.0,1,5,0,1.0,L3_instruction_context_query,explicit,1.0,1.0,prose,97,97,1,90,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L3_instruction_context_query,structural,1.0,1.0,prose,97,97,1,90,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,5,0,0.0,L3_instruction_context_query,broad,0.125,0.0,prose,97,97,1,0,1.0,0.07216494845360824,1.0,explicit,8,0.0,0.0,8,0.07216494845360824,90
16,1.0,1,5,0,1.0,L3_instruction_context_query,auto_retry,1.0,1.0,prose,97,97,1,81,0.5,0.4375,1.0,head,1,1.0,0.14433756729740646,8,0.4375,9
16,0.0,1,5,82,0.0,L4_query_long_payload,head,0.125,0.0,prose,94,94,1,78,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,73
16,0.0,1,5,82,0.0,L4_query_long_payload,suffix,0.125,0.0,prose,94,94,1,62,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,57
16,1.0,1,5,0,1.0,L4_query_long_payload,explicit,1.0,1.0,prose,94,12,1,5,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L4_query_long_payload,structural,1.0,1.0,prose,94,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,5,82,0.0,L4_query_long_payload,broad,0.125,0.0,prose,94,94,1,0,1.0,0.07446808510638298,1.0,explicit,8,0.0,0.0,8,0.07446808510638298,5
16,1.0,2,5,0,1.0,L4_query_long_payload,auto_retry,1.0,1.0,prose,94,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,5,0,1.0,L0_context_query,head,1.0,1.0,logs,201,201,1,185,0.5,0.4375,1.0,head,1,1.0,0.1386750490563073,8,0.4375,9
16,1.0,1,5,0,1.0,L0_context_query,suffix,1.0,1.0,logs,201,201,1,169,0.5,0.21875,1.0,suffix,1,1.0,0.11470786693528087,8,0.21875,25
16,1.0,1,5,0,1.0,L0_context_query,explicit,1.0,1.0,logs,201,201,1,194,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L0_context_query,structural,1.0,1.0,logs,201,201,1,194,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,5,0,0.0,L0_context_query,broad,0.125,0.0,logs,201,201,1,0,1.0,0.03482587064676617,1.0,explicit,8,0.0,0.0,8,0.03482587064676617,194
16,1.0,1,5,0,1.0,L0_context_query,auto_retry,1.0,1.0,logs,201,201,1,185,0.5,0.4375,1.0,head,1,1.0,0.1386750490563073,8,0.4375,9
16,0.0,1,5,194,0.0,L1_query_context,head,0.125,0.0,logs,201,201,1,185,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,185
16,0.0,1,5,194,0.0,L1_query_context,suffix,0.125,0.0,logs,201,201,1,169,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,169
16,1.0,1,5,0,1.0,L1_query_context,explicit,1.0,1.0,logs,201,7,1,0,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L1_query_context,structural,1.0,1.0,logs,201,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,5,194,0.0,L1_query_context,broad,0.125,0.0,logs,201,201,1,0,1.0,0.03482587064676617,1.0,explicit,8,0.0,0.0,8,0.03482587064676617,0
16,1.0,2,5,0,1.0,L1_query_context,auto_retry,1.0,1.0,logs,201,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,0.0,1,5,102,0.0,L2_context_query_context,head,0.125,0.0,logs,201,201,1,185,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,93
16,0.0,1,5,102,0.0,L2_context_query_context,suffix,0.125,0.0,logs,201,201,1,169,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,77
16,1.0,1,5,0,1.0,L2_context_query_context,explicit,1.0,1.0,logs,201,99,1,92,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L2_context_query_context,structural,1.0,1.0,logs,201,99,1,92,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,5,102,0.0,L2_context_query_context,broad,0.125,0.0,logs,201,201,1,0,1.0,0.03482587064676617,1.0,explicit,8,0.0,0.0,8,0.03482587064676617,92
16,1.0,2,5,0,1.0,L2_context_query_context,auto_retry,1.0,1.0,logs,201,99,1,92,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,5,0,1.0,L3_instruction_context_query,head,1.0,1.0,logs,209,209,1,193,0.5,0.4375,1.0,head,1,1.0,0.1386750490563073,8,0.4375,9
16,1.0,1,5,0,1.0,L3_instruction_context_query,suffix,1.0,1.0,logs,209,209,1,177,0.5,0.21875,1.0,suffix,1,1.0,0.11470786693528087,8,0.21875,25
16,1.0,1,5,0,1.0,L3_instruction_context_query,explicit,1.0,1.0,logs,209,209,1,202,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L3_instruction_context_query,structural,1.0,1.0,logs,209,209,1,202,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,5,0,0.0,L3_instruction_context_query,broad,0.125,0.0,logs,209,209,1,0,1.0,0.03349282296650718,1.0,explicit,8,0.0,0.0,8,0.03349282296650718,202
16,1.0,1,5,0,1.0,L3_instruction_context_query,auto_retry,1.0,1.0,logs,209,209,1,193,0.5,0.4375,1.0,head,1,1.0,0.1386750490563073,8,0.4375,9
16,0.0,1,5,194,0.0,L4_query_long_payload,head,0.125,0.0,logs,206,206,1,190,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,185
16,0.0,1,5,194,0.0,L4_query_long_payload,suffix,0.125,0.0,logs,206,206,1,174,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,169
16,1.0,1,5,0,1.0,L4_query_long_payload,explicit,1.0,1.0,logs,206,12,1,5,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L4_query_long_payload,structural,1.0,1.0,logs,206,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,5,194,0.0,L4_query_long_payload,broad,0.125,0.0,logs,206,206,1,0,1.0,0.03398058252427184,1.0,explicit,8,0.0,0.0,8,0.03398058252427184,5
16,1.0,2,5,0,1.0,L4_query_long_payload,auto_retry,1.0,1.0,logs,206,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,5,0,1.0,L0_context_query,head,1.0,1.0,urls,44,44,1,28,0.5,0.4375,1.0,head,1,1.0,0.125,8,0.4375,9
16,1.0,1,5,0,1.0,L0_context_query,suffix,1.0,1.0,urls,44,44,1,12,0.5,0.21875,1.0,suffix,1,1.0,0.08838834764831843,8,0.21875,25
16,1.0,1,5,0,1.0,L0_context_query,explicit,1.0,1.0,urls,44,44,1,37,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L0_context_query,structural,1.0,1.0,urls,44,44,1,37,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L0_context_query,broad,1.0,1.0,urls,44,44,1,0,1.0,0.1590909090909091,1.0,explicit,1,1.0,0.07624928516630233,8,0.1590909090909091,37
16,1.0,1,5,0,1.0,L0_context_query,auto_retry,1.0,1.0,urls,44,44,1,28,0.5,0.4375,1.0,head,1,1.0,0.125,8,0.4375,9
16,0.0,1,5,37,0.0,L1_query_context,head,0.125,0.0,urls,44,44,1,28,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,28
16,0.0,1,5,37,0.0,L1_query_context,suffix,0.125,0.0,urls,44,44,1,12,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,12
16,1.0,1,5,0,1.0,L1_query_context,explicit,1.0,1.0,urls,44,7,1,0,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L1_query_context,structural,1.0,1.0,urls,44,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,37,1.0,L1_query_context,broad,1.0,1.0,urls,44,44,1,0,1.0,0.1590909090909091,1.0,explicit,1,1.0,0.07624928516630233,8,0.1590909090909091,0
16,1.0,2,5,0,1.0,L1_query_context,auto_retry,1.0,1.0,urls,44,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,0.0,1,5,17,0.0,L2_context_query_context,head,0.125,0.0,urls,44,44,1,28,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,8
16,1.0,1,5,17,1.0,L2_context_query_context,suffix,1.0,1.0,urls,44,44,1,12,0.5,0.21875,1.0,suffix,1,1.0,0.08838834764831843,8,0.21875,8
16,1.0,1,5,0,1.0,L2_context_query_context,explicit,1.0,1.0,urls,44,27,1,20,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L2_context_query_context,structural,1.0,1.0,urls,44,27,1,20,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,17,1.0,L2_context_query_context,broad,1.0,1.0,urls,44,44,1,0,1.0,0.1590909090909091,1.0,explicit,1,1.0,0.07624928516630233,8,0.1590909090909091,20
16,1.0,2,5,0,1.0,L2_context_query_context,auto_retry,1.0,1.0,urls,44,27,1,20,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,5,0,1.0,L3_instruction_context_query,head,1.0,1.0,urls,52,52,1,36,0.5,0.4375,1.0,head,1,1.0,0.125,8,0.4375,9
16,1.0,1,5,0,1.0,L3_instruction_context_query,suffix,1.0,1.0,urls,52,52,1,20,0.5,0.21875,1.0,suffix,1,1.0,0.08838834764831843,8,0.21875,25
16,1.0,1,5,0,1.0,L3_instruction_context_query,explicit,1.0,1.0,urls,52,52,1,45,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L3_instruction_context_query,structural,1.0,1.0,urls,52,52,1,45,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L3_instruction_context_query,broad,1.0,1.0,urls,52,52,1,0,1.0,0.1346153846153846,1.0,explicit,1,1.0,0.07071067811865475,8,0.1346153846153846,45
16,1.0,1,5,0,1.0,L3_instruction_context_query,auto_retry,1.0,1.0,urls,52,52,1,36,0.5,0.4375,1.0,head,1,1.0,0.125,8,0.4375,9
16,0.0,1,5,37,0.0,L4_query_long_payload,head,0.125,0.0,urls,49,49,1,33,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,28
16,0.0,1,5,37,0.0,L4_query_long_payload,suffix,0.125,0.0,urls,49,49,1,17,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,12
16,1.0,1,5,0,1.0,L4_query_long_payload,explicit,1.0,1.0,urls,49,12,1,5,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,0,1.0,L4_query_long_payload,structural,1.0,1.0,urls,49,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,5,37,1.0,L4_query_long_payload,broad,1.0,1.0,urls,49,49,1,0,1.0,0.14285714285714285,1.0,explicit,1,1.0,0.07216878364870323,8,0.14285714285714285,5
16,1.0,2,5,0,1.0,L4_query_long_payload,auto_retry,1.0,1.0,urls,49,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,6,0,1.0,L0_context_query,head,1.0,1.0,prose,89,89,1,73,0.5,0.4375,1.0,head,1,1.0,0.14433756729740646,8,0.4375,9
16,1.0,1,6,0,1.0,L0_context_query,suffix,1.0,1.0,prose,89,89,1,57,0.5,0.21875,1.0,suffix,1,1.0,0.125,8,0.21875,25
16,1.0,1,6,0,1.0,L0_context_query,explicit,1.0,1.0,prose,89,89,1,82,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L0_context_query,structural,1.0,1.0,prose,89,89,1,82,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,0,0.0,L0_context_query,broad,0.125,0.0,prose,89,89,1,0,1.0,0.07865168539325842,1.0,explicit,8,0.0,0.0,8,0.07865168539325842,82
16,1.0,1,6,0,1.0,L0_context_query,auto_retry,1.0,1.0,prose,89,89,1,73,0.5,0.4375,1.0,head,1,1.0,0.14433756729740646,8,0.4375,9
16,0.0,1,6,82,0.0,L1_query_context,head,0.125,0.0,prose,89,89,1,73,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,73
16,0.0,1,6,82,0.0,L1_query_context,suffix,0.125,0.0,prose,89,89,1,57,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,57
16,1.0,1,6,0,1.0,L1_query_context,explicit,1.0,1.0,prose,89,7,1,0,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L1_query_context,structural,1.0,1.0,prose,89,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,82,0.0,L1_query_context,broad,0.125,0.0,prose,89,89,1,0,1.0,0.07865168539325842,1.0,explicit,8,0.0,0.0,8,0.07865168539325842,0
16,1.0,2,6,0,1.0,L1_query_context,auto_retry,1.0,1.0,prose,89,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,0.0,1,6,44,0.0,L2_context_query_context,head,0.125,0.0,prose,89,89,1,73,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,35
16,0.0,1,6,44,0.0,L2_context_query_context,suffix,0.125,0.0,prose,89,89,1,57,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,19
16,1.0,1,6,0,1.0,L2_context_query_context,explicit,1.0,1.0,prose,89,45,1,38,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L2_context_query_context,structural,1.0,1.0,prose,89,45,1,38,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,44,0.0,L2_context_query_context,broad,0.125,0.0,prose,89,89,1,0,1.0,0.07865168539325842,1.0,explicit,8,0.0,0.0,8,0.07865168539325842,38
16,1.0,2,6,0,1.0,L2_context_query_context,auto_retry,1.0,1.0,prose,89,45,1,38,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,6,0,1.0,L3_instruction_context_query,head,1.0,1.0,prose,97,97,1,81,0.5,0.4375,1.0,head,1,1.0,0.14433756729740646,8,0.4375,9
16,1.0,1,6,0,1.0,L3_instruction_context_query,suffix,1.0,1.0,prose,97,97,1,65,0.5,0.21875,1.0,suffix,1,1.0,0.125,8,0.21875,25
16,1.0,1,6,0,1.0,L3_instruction_context_query,explicit,1.0,1.0,prose,97,97,1,90,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L3_instruction_context_query,structural,1.0,1.0,prose,97,97,1,90,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,0,0.0,L3_instruction_context_query,broad,0.125,0.0,prose,97,97,1,0,1.0,0.07216494845360824,1.0,explicit,8,0.0,0.0,8,0.07216494845360824,90
16,1.0,1,6,0,1.0,L3_instruction_context_query,auto_retry,1.0,1.0,prose,97,97,1,81,0.5,0.4375,1.0,head,1,1.0,0.14433756729740646,8,0.4375,9
16,0.0,1,6,82,0.0,L4_query_long_payload,head,0.125,0.0,prose,94,94,1,78,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,73
16,0.0,1,6,82,0.0,L4_query_long_payload,suffix,0.125,0.0,prose,94,94,1,62,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,57
16,1.0,1,6,0,1.0,L4_query_long_payload,explicit,1.0,1.0,prose,94,12,1,5,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L4_query_long_payload,structural,1.0,1.0,prose,94,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,82,0.0,L4_query_long_payload,broad,0.125,0.0,prose,94,94,1,0,1.0,0.07446808510638298,1.0,explicit,8,0.0,0.0,8,0.07446808510638298,5
16,1.0,2,6,0,1.0,L4_query_long_payload,auto_retry,1.0,1.0,prose,94,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,6,0,1.0,L0_context_query,head,1.0,1.0,logs,201,201,1,185,0.5,0.4375,1.0,head,1,1.0,0.1386750490563073,8,0.4375,9
16,1.0,1,6,0,1.0,L0_context_query,suffix,1.0,1.0,logs,201,201,1,169,0.5,0.21875,1.0,suffix,1,1.0,0.11470786693528087,8,0.21875,25
16,1.0,1,6,0,1.0,L0_context_query,explicit,1.0,1.0,logs,201,201,1,194,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L0_context_query,structural,1.0,1.0,logs,201,201,1,194,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,0,0.0,L0_context_query,broad,0.125,0.0,logs,201,201,1,0,1.0,0.03482587064676617,1.0,explicit,8,0.0,0.0,8,0.03482587064676617,194
16,1.0,1,6,0,1.0,L0_context_query,auto_retry,1.0,1.0,logs,201,201,1,185,0.5,0.4375,1.0,head,1,1.0,0.1386750490563073,8,0.4375,9
16,0.0,1,6,194,0.0,L1_query_context,head,0.125,0.0,logs,201,201,1,185,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,185
16,0.0,1,6,194,0.0,L1_query_context,suffix,0.125,0.0,logs,201,201,1,169,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,169
16,1.0,1,6,0,1.0,L1_query_context,explicit,1.0,1.0,logs,201,7,1,0,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L1_query_context,structural,1.0,1.0,logs,201,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,194,0.0,L1_query_context,broad,0.125,0.0,logs,201,201,1,0,1.0,0.03482587064676617,1.0,explicit,8,0.0,0.0,8,0.03482587064676617,0
16,1.0,2,6,0,1.0,L1_query_context,auto_retry,1.0,1.0,logs,201,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,0.0,1,6,102,0.0,L2_context_query_context,head,0.125,0.0,logs,201,201,1,185,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,93
16,0.0,1,6,102,0.0,L2_context_query_context,suffix,0.125,0.0,logs,201,201,1,169,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,77
16,1.0,1,6,0,1.0,L2_context_query_context,explicit,1.0,1.0,logs,201,99,1,92,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L2_context_query_context,structural,1.0,1.0,logs,201,99,1,92,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,102,0.0,L2_context_query_context,broad,0.125,0.0,logs,201,201,1,0,1.0,0.03482587064676617,1.0,explicit,8,0.0,0.0,8,0.03482587064676617,92
16,1.0,2,6,0,1.0,L2_context_query_context,auto_retry,1.0,1.0,logs,201,99,1,92,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,6,0,1.0,L3_instruction_context_query,head,1.0,1.0,logs,209,209,1,193,0.5,0.4375,1.0,head,1,1.0,0.1386750490563073,8,0.4375,9
16,1.0,1,6,0,1.0,L3_instruction_context_query,suffix,1.0,1.0,logs,209,209,1,177,0.5,0.21875,1.0,suffix,1,1.0,0.11470786693528087,8,0.21875,25
16,1.0,1,6,0,1.0,L3_instruction_context_query,explicit,1.0,1.0,logs,209,209,1,202,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L3_instruction_context_query,structural,1.0,1.0,logs,209,209,1,202,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,0,0.0,L3_instruction_context_query,broad,0.125,0.0,logs,209,209,1,0,1.0,0.03349282296650718,1.0,explicit,8,0.0,0.0,8,0.03349282296650718,202
16,1.0,1,6,0,1.0,L3_instruction_context_query,auto_retry,1.0,1.0,logs,209,209,1,193,0.5,0.4375,1.0,head,1,1.0,0.1386750490563073,8,0.4375,9
16,0.0,1,6,194,0.0,L4_query_long_payload,head,0.125,0.0,logs,206,206,1,190,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,185
16,0.0,1,6,194,0.0,L4_query_long_payload,suffix,0.125,0.0,logs,206,206,1,174,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,169
16,1.0,1,6,0,1.0,L4_query_long_payload,explicit,1.0,1.0,logs,206,12,1,5,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L4_query_long_payload,structural,1.0,1.0,logs,206,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,0.0,1,6,194,0.0,L4_query_long_payload,broad,0.125,0.0,logs,206,206,1,0,1.0,0.03398058252427184,1.0,explicit,8,0.0,0.0,8,0.03398058252427184,5
16,1.0,2,6,0,1.0,L4_query_long_payload,auto_retry,1.0,1.0,logs,206,12,1,5,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,6,0,1.0,L0_context_query,head,1.0,1.0,urls,44,44,1,28,0.5,0.4375,1.0,head,1,1.0,0.125,8,0.4375,9
16,1.0,1,6,0,1.0,L0_context_query,suffix,1.0,1.0,urls,44,44,1,12,0.5,0.21875,1.0,suffix,1,1.0,0.08838834764831843,8,0.21875,25
16,1.0,1,6,0,1.0,L0_context_query,explicit,1.0,1.0,urls,44,44,1,37,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L0_context_query,structural,1.0,1.0,urls,44,44,1,37,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L0_context_query,broad,1.0,1.0,urls,44,44,1,0,1.0,0.1590909090909091,1.0,explicit,1,1.0,0.07624928516630233,8,0.1590909090909091,37
16,1.0,1,6,0,1.0,L0_context_query,auto_retry,1.0,1.0,urls,44,44,1,28,0.5,0.4375,1.0,head,1,1.0,0.125,8,0.4375,9
16,0.0,1,6,37,0.0,L1_query_context,head,0.125,0.0,urls,44,44,1,28,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,28
16,0.0,1,6,37,0.0,L1_query_context,suffix,0.125,0.0,urls,44,44,1,12,0.5,0.0,0.0,suffix,8,0.0,0.0,8,0.0,12
16,1.0,1,6,0,1.0,L1_query_context,explicit,1.0,1.0,urls,44,7,1,0,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L1_query_context,structural,1.0,1.0,urls,44,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,37,1.0,L1_query_context,broad,1.0,1.0,urls,44,44,1,0,1.0,0.1590909090909091,1.0,explicit,1,1.0,0.07624928516630233,8,0.1590909090909091,0
16,1.0,2,6,0,1.0,L1_query_context,auto_retry,1.0,1.0,urls,44,7,1,0,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,0.0,1,6,17,0.0,L2_context_query_context,head,0.125,0.0,urls,44,44,1,28,0.5,0.0,0.0,head,8,0.0,0.0,8,0.0,8
16,1.0,1,6,17,1.0,L2_context_query_context,suffix,1.0,1.0,urls,44,44,1,12,0.5,0.21875,1.0,suffix,1,1.0,0.08838834764831843,8,0.21875,8
16,1.0,1,6,0,1.0,L2_context_query_context,explicit,1.0,1.0,urls,44,27,1,20,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L2_context_query_context,structural,1.0,1.0,urls,44,27,1,20,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,17,1.0,L2_context_query_context,broad,1.0,1.0,urls,44,44,1,0,1.0,0.1590909090909091,1.0,explicit,1,1.0,0.07624928516630233,8,0.1590909090909091,20
16,1.0,2,6,0,1.0,L2_context_query_context,auto_retry,1.0,1.0,urls,44,27,1,20,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,16,1.0,0
16,1.0,1,6,0,1.0,L3_instruction_context_query,head,1.0,1.0,urls,52,52,1,36,0.5,0.4375,1.0,head,1,1.0,0.125,8,0.4375,9
16,1.0,1,6,0,1.0,L3_instruction_context_query,suffix,1.0,1.0,urls,52,52,1,20,0.5,0.21875,1.0,suffix,1,1.0,0.08838834764831843,8,0.21875,25
16,1.0,1,6,0,1.0,L3_instruction_context_query,explicit,1.0,1.0,urls,52,52,1,45,1.0,1.0,1.0,explicit,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L3_instruction_context_query,structural,1.0,1.0,urls,52,52,1,45,0.98,1.0,1.0,structural,1,1.0,0.1889822365046136,8,1.0,0
16,1.0,1,6,0,1.0,L3_instruction_context_query,broad,1.0,1.0,urls,52,52,1,0,1.0,0.1346153846153846,1.0,explicit,1,1.0,0.07071067811865475,8,0.1346153846153846,45
