partition,target_architecture,representation,router_seed,dataset,example_id,model_seed,invalid_combination_repaired,selected_config,oracle_config,quality,retrieval_cost,total_cost,oracle_cost,oracle_regret,allocation_outcome,prefill_cost,prefill_latency_seconds,processed_token_layers,recomputed_query_tokens
test,independent_params,S2_embed_last,7,hotpotqa,5a80d6be55429938b6142206,23,0,F1_R2_K2_H1_Bs2_Bkv2,F1_R1_K8_H1_Bs8_Bkv8,0.0,13.0,13.022321428571429,37.015625,-23.99330357142857,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,7,hotpotqa,5a80d6be55429938b6142206,37,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,18.015625,18.037946428571427,37.015625,-18.977678571428573,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,7,hotpotqa,5a80d6be55429938b6142206,53,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,18.015625,18.037946428571427,37.015625,-18.977678571428573,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,7,hotpotqa,5a80d6be55429938b6142206,71,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K8_H1_Bs8_Bkv8,0.0,11.0,11.022321428571429,37.015625,-25.99330357142857,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,7,hotpotqa,5ab88c075542991b5579efbe,11,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K4_H1_Bs8_Bkv8,0.0,7.0,7.03515625,33.0,-25.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,7,hotpotqa,5ab88c075542991b5579efbe,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.03515625,21.0,-13.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,7,hotpotqa,5ab88c075542991b5579efbe,37,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.03515625,21.0,-13.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,7,hotpotqa,5ab88c075542991b5579efbe,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs2_Bkv2,0.0,7.0,7.03515625,13.0,-5.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,7,hotpotqa,5ab88c075542991b5579efbe,71,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.03515625,21.0,-13.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,7,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.015625,7.0,0.015625,matched,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,7,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,1.0,10.859375,10.875,10.859375,0.015625,matched,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,7,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,6.875,10.859375,-3.984375,under_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,7,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,0,F4_R2_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,13.859375,13.875,7.0,6.875,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,7,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,71,0,F1_R2_K2_H1_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,12.859375,12.875,7.0,5.875,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,7,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,19.0,19.016741071428573,21.0,-1.983258928571427,under_allocation,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,7,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.016741071428571,7.0,0.016741071428571175,matched,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,7,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,37,0,F1_R1_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,25.0,25.016741071428573,7.0,18.016741071428573,over_allocation,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,7,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.016741071428571,7.0,0.016741071428571175,matched,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,7,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,71,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.016741071428571,7.0,0.016741071428571175,matched,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,7,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,11,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,11.0,11.015625,7.0,4.015625,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,7,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.015625,11.0,-3.984375,matched,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,7,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,37,0,F2_R2_K4_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,0.0,54.0,54.015625,7.0,47.015625,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,7,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.015625,21.0,-13.984375,matched,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,7,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,71,0,F1_R2_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,0.0,25.0,25.015625,7.0,18.015625,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,7,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,11,1,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,21.0,21.014508928571427,7.0,14.014508928571427,over_allocation,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,7,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.014508928571429,7.0,0.014508928571428825,matched,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,7,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,37,1,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,21.0,21.014508928571427,7.0,14.014508928571427,over_allocation,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,7,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,53,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,1.0,11.0,11.014508928571429,11.0,0.014508928571428825,matched,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,7,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,71,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.014508928571429,7.0,0.014508928571428825,matched,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,7,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,11,0,F1_R2_K2_H2_Bs8_Bkv8,F2_R2_K2_H0_Bs2_Bkv2,1.0,41.0,41.017299107142854,12.0,29.017299107142854,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,7,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,23,0,F1_R2_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,13.0,13.017299107142858,7.0,6.017299107142858,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,7,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,37,0,F1_R1_K2_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,41.0,41.017299107142854,7.0,34.017299107142854,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,7,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.017299107142857,7.0,0.017299107142856762,matched,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,7,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,71,0,F1_R1_K4_H1_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,33.0,33.017299107142854,7.0,26.017299107142854,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,7,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,11,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K4_H1_Bs8_Bkv8,0.0,7.0,7.014508928571429,45.0,-37.98549107142857,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,7,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,23,0,F1_R2_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,25.0,25.014508928571427,7.0,18.014508928571427,over_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,7,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,37,0,F1_R2_K2_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,23.15625,23.170758928571427,19.15625,4.014508928571427,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,7,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.014508928571429,7.0,0.014508928571428825,matched,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,7,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,71,0,F1_R1_K2_H1_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,13.0,13.014508928571429,11.0,2.014508928571429,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,21,hotpotqa,5ab2b863554299295394685a,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,18.890625,18.912388392857142,7.0,11.912388392857142,over_allocation,0.021763392857142856,1.1392000131309032e-05,0,39
test,independent_params,S2_embed_last,21,hotpotqa,5ab2b863554299295394685a,23,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,18.890625,18.912388392857142,7.0,11.912388392857142,over_allocation,0.021763392857142856,1.1392000131309032e-05,0,39
test,independent_params,S2_embed_last,21,hotpotqa,5ab2b863554299295394685a,37,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,18.890625,18.912388392857142,7.0,11.912388392857142,over_allocation,0.021763392857142856,1.1392000131309032e-05,0,39
test,independent_params,S2_embed_last,21,hotpotqa,5ab2b863554299295394685a,53,0,F1_R1_K2_H1_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,12.890625,12.912388392857142,7.0,5.912388392857142,over_allocation,0.021763392857142856,1.1392000131309032e-05,0,39
test,independent_params,S2_embed_last,21,hotpotqa,5ab2b863554299295394685a,71,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,1.0,11.0,11.021763392857142,11.0,0.02176339285714235,matched,0.021763392857142856,1.1392000131309032e-05,0,39
test,independent_params,S2_embed_last,21,hotpotqa,5a710a915542994082a3e504,11,0,F1_R1_K2_H1_Bs2_Bkv2,F1_R1_K2_H1_Bs4_Bkv4,0.0,13.0,13.023995535714286,19.0,-5.9760044642857135,under_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,independent_params,S2_embed_last,21,hotpotqa,5a710a915542994082a3e504,23,0,F2_R4_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,24.0,24.023995535714285,21.0,3.0239955357142847,under_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,independent_params,S2_embed_last,21,hotpotqa,5a710a915542994082a3e504,37,0,F1_R2_K2_H1_Bs8_Bkv8,F1_R1_K2_H1_Bs4_Bkv4,1.0,27.0,27.023995535714285,19.0,8.023995535714285,over_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,independent_params,S2_embed_last,21,hotpotqa,5a710a915542994082a3e504,53,0,F1_R2_K4_H1_Bs8_Bkv8,F1_R1_K2_H1_Bs4_Bkv4,1.0,35.0,35.023995535714285,19.0,16.023995535714285,over_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,independent_params,S2_embed_last,21,hotpotqa,5a710a915542994082a3e504,71,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,11.0,11.023995535714286,19.0,-7.9760044642857135,under_allocation,0.023995535714285716,1.2671999633312225e-05,0,43
test,independent_params,S2_embed_last,21,hotpotqa,5adc93a4554299438c868e01,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,19.0,19.01953125,13.0,6.01953125,over_allocation,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,21,hotpotqa,5adc93a4554299438c868e01,23,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs4_Bkv4,0.0,9.703125,9.72265625,17.703125,-7.98046875,under_allocation,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,21,hotpotqa,5adc93a4554299438c868e01,37,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs2_Bkv2,0.0,7.0,7.01953125,13.0,-5.98046875,under_allocation,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,21,hotpotqa,5adc93a4554299438c868e01,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs2_Bkv2,0.0,7.0,7.01953125,13.0,-5.98046875,under_allocation,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,21,hotpotqa,5adc93a4554299438c868e01,71,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs2_Bkv2,0.0,7.0,7.01953125,13.0,-5.98046875,under_allocation,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,21,hotpotqa,5a8888e35542997e5c09a5f6,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,0.0,18.28125,18.298549107142858,10.28125,8.017299107142858,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,21,hotpotqa,5a8888e35542997e5c09a5f6,23,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,20.28125,20.298549107142858,18.28125,2.0172991071428577,over_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,21,hotpotqa,5a8888e35542997e5c09a5f6,37,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,18.28125,18.298549107142858,18.28125,0.01729910714285765,matched,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,21,hotpotqa,5a8888e35542997e5c09a5f6,53,0,F1_R1_K2_H1_Bs2_Bkv2,F4_R4_K2_H0_Bs4_Bkv4,0.0,12.28125,12.298549107142858,23.28125,-10.982700892857142,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,21,hotpotqa,5a8888e35542997e5c09a5f6,71,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,18.28125,18.298549107142858,18.28125,0.01729910714285765,matched,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,21,hotpotqa,5a8c8502554299585d9e36d0,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,18.171875,18.192522321428573,21.0,-2.807477678571427,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,21,hotpotqa,5a8c8502554299585d9e36d0,23,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K8_H1_Bs8_Bkv8,0.0,11.0,11.020647321428571,42.171875,-31.15122767857143,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,21,hotpotqa,5a8c8502554299585d9e36d0,37,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,18.171875,18.192522321428573,21.0,-2.807477678571427,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,21,hotpotqa,5a8c8502554299585d9e36d0,53,0,F1_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,28.171875,28.192522321428573,21.0,7.192522321428573,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,21,hotpotqa,5a8c8502554299585d9e36d0,71,0,F1_R1_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,0.0,24.171875,24.192522321428573,11.0,13.192522321428573,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,21,hotpotqa,5a80d6be55429938b6142206,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,18.015625,18.037946428571427,32.015625,-13.977678571428573,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,21,hotpotqa,5a80d6be55429938b6142206,23,0,F1_R2_K4_H1_Bs8_Bkv8,F1_R1_K8_H1_Bs8_Bkv8,0.0,36.015625,36.03794642857143,37.015625,-0.9776785714285694,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,21,hotpotqa,5a80d6be55429938b6142206,37,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,18.015625,18.037946428571427,37.015625,-18.977678571428573,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,21,hotpotqa,5a80d6be55429938b6142206,53,0,F1_R1_K2_H1_Bs2_Bkv2,F1_R1_K8_H1_Bs8_Bkv8,0.0,13.0,13.022321428571429,37.015625,-23.99330357142857,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,21,hotpotqa,5a80d6be55429938b6142206,71,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K8_H1_Bs8_Bkv8,0.0,11.0,11.022321428571429,37.015625,-25.99330357142857,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,21,hotpotqa,5ab88c075542991b5579efbe,11,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K4_H1_Bs8_Bkv8,0.0,7.0,7.03515625,33.0,-25.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,21,hotpotqa,5ab88c075542991b5579efbe,23,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,9.0,9.03515625,21.0,-11.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,21,hotpotqa,5ab88c075542991b5579efbe,37,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,9.0,9.03515625,21.0,-11.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,21,hotpotqa,5ab88c075542991b5579efbe,53,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,19.0,19.03515625,13.0,6.03515625,over_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,21,hotpotqa,5ab88c075542991b5579efbe,71,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,9.0,9.03515625,21.0,-11.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,11.0,11.015625,7.0,4.015625,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,1.0,10.859375,10.875,10.859375,0.015625,matched,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,6.875,10.859375,-3.984375,under_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,0,F2_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,21.859375,21.875,7.0,14.875,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,71,0,F1_R4_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,22.859375,22.875,7.0,15.875,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,21.0,21.016741071428573,21.0,0.01674107142857295,matched,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.016741071428571,7.0,0.016741071428571175,matched,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,37,0,F1_R1_K2_H1_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,13.0,13.016741071428571,7.0,6.016741071428571,over_allocation,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.016741071428571,7.0,0.016741071428571175,matched,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,71,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,9.0,9.016741071428571,7.0,2.016741071428571,over_allocation,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,11,0,F1_R2_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,0.0,25.0,25.015625,7.0,18.015625,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.015625,11.0,-3.984375,matched,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,37,0,F2_R2_K2_H1_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,0.0,38.0,38.015625,7.0,31.015625,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.015625,21.0,-13.984375,matched,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,71,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,0.0,19.0,19.015625,7.0,12.015625,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,21,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,11,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,11.0,11.014508928571429,7.0,4.014508928571429,over_allocation,0.014508928571428572,2.284800074994564e-05,0,26
